country,code,10411,10412,10501,10502,10503,10504,10505,10506,10507,10508,10509,10510
阿富汗,AF,0,0,0,0,0,0,0,0,0,0,0,0
阿爾巴尼亞,AL,0,0,0,0,0,0,0,0,0,0,0,0
阿爾及利亞,DZ,0,0,0,0,0,0,0,0,0,0,0,0
美屬薩摩亞,AS,0,0,0,0,0,0,0,0,0,0,0,0
安道爾,AD,0,0,0,0,0,0,0,0,0,0,0,0
安哥拉,AO,0,0,0,0,0,0,0,0,0,0,0,0
英屬安圭拉,AI,0,0,0,0,0,0,0,0,0,0,0,0
南極洲,AQ,0,0,0,0,0,0,0,0,0,0,0,0
安地卡及巴布達,AG,0,0,0,0,0,0,0,0,0,0,0,0
阿根廷,AR,0,0,0,0,0,0,0,0,0,0,0,0
亞美尼亞,AM,0,0,0,0,0,0,0,0,0,0,0,0
阿魯巴,AW,0,0,0,0,0,0,0,0,0,0,0,0
澳大利亞,AU,17.779,0,0,0,1.244,1.244,0,20.916,0.768,0,0,0
奧地利,AT,0,5.873,0,20.16,22.625,2.802,26.263,9.129,5.627,40.51,4.436,2.774
亞塞拜然,AZ,0,0,0,0,0,0,0,0,0,1.598,0,0
巴哈馬,BS,0,0,0,0,0,0,0,0,0,0,0,0
巴林,BH,0,0,0,0,0,0,0,0,0,0,0,0
孟加拉,BD,0,0,0,0,0,0,0,0,0,0,0,0
巴貝多,BB,0,0,0,0,0,0,0,0,0,0,0,0
白俄羅斯,BY,0,0,0,0,0,0,0,0,0,0,0,0
比利時,BE,0,0,0,0,0,0,0,0,0,0,0,0
貝里斯,BZ,0,0,0,0,0,0,0,0,0,0,0,0
貝南,BJ,0,0,0,0,0,0,0,0,0,0,0,0
百慕達,BM,0,0,0,0,0,0,0,0,0,0,0,0
不丹,BT,0,0,0,0,0,0,0,0,0,0,0,0
玻利維亞,BO,0,0,0,0,0,0,0,0,0,0,0,0
波士尼亞,BA,0,0,0,0,0,0,0,0,0,0,0,0
波札那,BW,0,0,0,0,0,0,0,0,0,0,0,0
波維特島,BV,0,0,0,0,0,0,0,0,0,0,0,0
巴西,BR,0,0,0,0,0,0,0,0,0,0,0,0
英屬印度洋地區,IO,0,0,0,0,0,0,0,0,0,0,0,0
汶萊,BN,0,0,0,0,0,0,0,0,0,0,0,0
保加利亞,BG,0,0,0,0,0,0,0,0,0,0,0,0
布吉納法索,BF,0,0,0,0,0,0,0,0,0,0,0,0
緬甸,MM,0,0,0,0,0,0,0,0,0,0,0,0
浦隆地,BI,0,0,0,0,0,0,0,0,0,0,0,0
柬埔寨王國,KH,0,0,0,0,0,0,0,0,0,0,0,0
喀麥隆,CM,0,0,0,0,0,0,0,0,0,0,0,0
加拿大,CA,19.645,40.649,57.034,0,0,0,0,0,0,0,0,0
維德角島,CV,0,0,0,0,0,0,0,0,0,0,0,0
開曼群島,KY,0,0,0,0,0,0,0,0,0,0,0,0
中非,CF,0,0,0,0,0,0,0,0,0,0,0,0
查德,TD,0,0,0,0,0,0,0,0,0,0,0,0
智利,CL,0.98,7.118,0,0,0,158.736,14911.791,11877.062,6134.822001,11019.753,5356.445,301.064
中國大陸,CN,360.19,184.63,544.725,137.3,473.72,339.585,601.425,442.295,332.829,315.7,271.57,345.058
聖誕島,CX,0,0,0,0,0,0,0,0,0,0,0,0
可可斯群島,CC,0,0,0,0,0,0,0,0,0,0,0,0
哥倫比亞,CO,0,0,0,0,0,0,0,0,0,0,0,0
葛摩,KM,0,0,0,0,0,0,0,0,0,0,0,0
剛果共和國,CG,0,0,0,0,0,0,0,0,0,0,0,0
剛果民主共和國,CD,0,0,0,0,0,0,0,0,0,0,0,0
科克群島,CK,0,0,0,0,0,0,0,0,0,0,0,0
哥斯大黎加,CR,0,0,0,0,0,0,0,0,0,0,0,0
象牙海岸,CI,0,0,0,0,0,0,0,0,0,0,0,0
克羅埃西亞,HR,0,0,0,0,0,0,0,0,0,0,0,0
古巴,CU,0,0,0,0,0,0,0,0,0,0,0,0
賽普勒斯,CY,4.788,2.52,105.57,101.496,41.79,57.69,92.07000001,39.81,76.46400001,97.101,39.69,98.139
捷克,CZ,0,0,0,0,0,0,0,0,0,0,0,0
丹麥,DK,0,0,0,0,0,0,0,0,0,0,0,0
吉布地,DJ,0,0,0,0,0,0,0,0,0,0,0,0
多米尼克,DM,0,0,0,0,0,0,0,0,0,0,0,0
多明尼加,DO,0,0,0,0,0,0,0,0,0,0,0,0
帝汶,TP,0,0,0,0,0,0,0,0,0,0,0,0
厄瓜多,EC,0,0,0,0,0,0,0,0,0,0,0,0
埃及,EG,0,0,0,0,0,0,0,0,0,0,0,0
薩爾瓦多,SV,0,0,0,0,0,0,0,0,0,0,0,0
赤道幾內亞,GQ,0,0,0,0,0,0,0,0,0,0,0,0
厄利垂亞,ER,0,0,0,0,0,0,0,0,0,0,0,0
愛沙尼亞,EE,0,0,0,0,0,0,0,0,0,0,0,0
依索比亞,ET,0,0,0,0,0,0,0,0,0,0,0,0
福克蘭群島,FK,0,0,0,0,0,0,0,0,0,0,0,0
法羅群島,FO,0,0,0,0,0,0,0,0,0,0,0,0
斐濟群島,FJ,0,0,0,0,0,0,0,0,0,0,0,0
芬蘭,FI,0,0,0,0,0,0,0,0,0,0,0,0
法國,FR,277.395,147.273,494.209,107.52,237.959,21.624,5.196,3.809,20.008,4.535,10.994,1.944
法國本土,FX,0,0,0,0,0,0,0,0,0,0,0,0
法屬圭亞那,GF,0,0,0,0,0,0,0,0,0,0,0,0
法屬玻里尼西亞,PF,0,0,0,0,0,0,0,0,0,0,0,0
法屬南部屬地,TF,0,0,0,0,0,0,0,0,0,0,0,0
加彭,GA,0,0,0,0,0,0,0,0,0,0,0,0
甘比亞,GM,0,0,0,0,0,0,0,0,0,0,0,0
喬治亞,GE,0,0,0,0,0,0,0,0,0,0,0,0
德國,DE,5.523,0,3,0,0,6.21,3.263,8.76,0,9.754,6.205,2.4
迦納,GH,0,0,0,0,0,0,0,0,0,0,0,0
直布羅陀,GI,0,0,0,0,0,0,0,0,0,0,0,0
希臘,GR,0,0,0,0,0,0,0,0,0,0,0,0
格陵蘭,GL,0,0,0,0,0,0,0,0,0,0,0,0
格瑞那達,GD,0,0,0,0,0,0,0,0,0,0,0,0
瓜德魯普島,GP,0,0,0,0,0,0,0,0,0,0,0,0
關島,GU,0,0,0,0,0,0,0,0,0,0,0,0
瓜地馬拉,GT,0,0,0,0,0,0,0,0,0,0,0,0
幾內亞,GN,0,0,0,0,0,0,0,0,0,0,0,0
幾內亞比索,GW,0,0,0,0,0,0,0,0,0,0,0,0
蓋亞那,GY,0,0,0,0,0,0,0,0,0,0,0,0
海地,HT,0,0,0,0,0,0,0,0,0,0,0,0
赫德及麥當勞群島,HM,0,0,0,0,0,0,0,0,0,0,0,0
教廷,VA,0,0,0,0,0,0,0,0,0,0,0,0
宏都拉斯,HN,0,0,0,0,0,0,0,0,0,0,0,0
香港,HK,0,0,0,0,0,0,0,0,0,0,0,0
匈牙利,HU,0,0,0,0,0,0,0,0,0,0,0,0
冰島,IS,0,0,0,0,0,0,0,0,0,0,0,0
印度,IN,0,0,0,0,0,0,0,0,0,0,0,0
印尼,ID,0.48,0.06,0,0,0,0,0.21,0,0,0,0.1,0.96
伊朗,IR,0,0,0,0,0,0,0,0,0,0,0,0
伊拉克,IQ,0,0,0,0,0,0,0,0,0,0,0,0
愛爾蘭,IE,0,0,0,0,0,0,0,0,0,0,0,0
以色列,IL,0.075,0,0,0,0,0,0,0,0,0,0,0
義大利,IT,0.024,17.28,0,0,0,0,0,17.28,8.726,0,0,0.36
牙買加,JM,0,0,0,0,0,0,0,0,0,0,0,0
日本,JP,3436.663,7226.937001,7948.214001,1749.529,2009.708,917.3220001,204.356,52.597,56.874,86.53300001,218.705,3139.018
約旦,JO,0,0,0,0,0,0,0,0,0,0,0,0
哈薩克,KZ,0,0,0,0,0,0,0,0,0,0,0,0
肯亞,KE,0,0,0,0,0,0,0,0,0,0,0,0
吉里巴斯,KI,0,0,0,0,0,0,0,0,0,0,0,0
北韓,KP,0,0,0,0,0,0,0,0,0,0,0,0
韓國,KR,998.7230001,547.512,288.444,103.763,325.56,179.526,82.41300001,1.991,2.048,2.912,0,45.632
科威特,KW,0,0,0,0,0,0,0,0,0,0,0,0
吉爾吉斯,KG,0,0,0,0,0,0,0,0,0,0,0,0
寮國,LA,0,0,0,0,0,0,0,0,0,0,0,0
拉脫維亞,LV,0,0,0,0,0,0,0,0,0,0,0,0
黎巴嫩,LB,0,0,0,0,0,0,0,0,0,0,0,0
賴索托,LS,0,0,0,0,0,0,0,0,0,0,0,0
賴比瑞亞,LR,0,0,0,0,0,0,0,0,0,0,0,0
利比亞,LY,0,0,0,0,0,0,0,0,0,0,0,0
列支敦斯登,LI,0,0,0,0,0,0,0,0,0,0,0,0
立陶宛,LT,0,0,0,0,0,0,0,0,0,0,0,0
盧森堡,LU,0,0,0,0,0,0,0,0,0,0,0,0
澳門,MO,0,0,0,0,0,0,0,0,0,0,0,0
馬其頓,MK,0,0,0,0,0,0,0,0,0,0,0,0
馬達加斯加,MG,0,0,0,0,0,0,0,0,0,0,0,0
馬拉威,MW,0,0,0,0,0,0,0,0,0,0,0,0
馬來西亞,MY,0,0,0,0,0,0,0,0,0,0,0,0
馬爾地夫,MV,0,0,0,0,0,0,0,0,0,0,0,0
馬利,ML,0,0,0,0,0,0,0,0,0,0,0,0
馬爾他,MT,0,0,0,0,0,0,0,0,0,0,0,0
馬紹爾群島,MH,0,0,0,0,0,0,0,0,0,0,0,0
法屬馬丁尼克,MQ,0,0,0,0,0,0,0,0,0,0,0,0
茅利塔尼亞,MR,0,0,0,0,0,0,0,0,0,0,0,0
模里西斯,MU,0,0,0,0,0,0,0,0,0,0,0,0
美亞特,YT,0,0,0,0,0,0,0,0,0,0,0,0
墨西哥,MX,0,0,0,0,0,0,0,0,0,0,0,0
密克羅尼西亞,FM,0,0,0,0,0,0,0,0,0,0,0,0
摩爾多瓦,MD,0,0,0,0,0,0,0,0,0,0,0,0
摩納哥,MC,0,0,0,0,0,0,0,0,0,0,0,0
蒙古,MN,0,0,0,0,0,0,0,0,0,0,0,0
蒙瑟拉特島,MS,0,0,0,0,0,0,0,0,0,0,0,0
摩洛哥,MA,0,0,0,0,0,0,0,0,0,0,0,0
莫三比克,MZ,0,0,0,0,0,0,0,0,0,0,0,0
緬甸,MM,0,0,0,0,0,0,0,0,0,0,0,0
納米比亞,NA,0,0,0,0,0,0,0,0,0,0,0,0
諾魯,NR,0,0,0,0,0,0,0,0,0,0,0,0
尼泊爾,NP,0,0,0,0,0,0,0,0,0,0,0,0
荷蘭,NL,0,0,1.76,0,0.8,0.96,1.92,0.8,1.28,1.12,0.8,0.96
荷屬安地列斯,AN,0,0,0,0,0,0,0,0,0,0,0,0
納維斯,XB,0,0,0,0,0,0,0,0,0,0,0,0
新喀里多尼亞島,NC,0,0,0,0,0,0,0,0,0,0,0,0
紐西蘭,NZ,0.014,51.807,35.709,17.136,3374.528,7299.188001,11841.56,2245.582,1346.381,5522.353001,587.6600001,41.064
尼加拉瓜,NI,0,0,0,0,0,0,0,0,0,0,0,0
尼日,NE,0,0,0,0,0,0,0,0,0,0,0,0
奈及利亞,NG,0,0,0,0,0,0,0,0,0,0,0,0
紐威島,NU,0,0,0,0,0,0,0,0,0,0,0,0
諾福克群島,NF,0,0,0,0,0,0,0,0,0,0,0,0
北馬里亞納群島,MP,0,0,0,0,0,0,0,0,0,0,0,0
挪威,NO,0,0,0,0,0,0,0,0,0,0,0,0
阿曼,OM,0,0,0,0,0,0,0,0,0,0,0,0
巴基斯坦,PK,0,0,0,0,0,0,0,0,0,0,0,0
帛琉群島,PW,0,0,0,0,0,0,0,0,0,0,0,0
巴拿馬,PA,0,0,0,0,0,0,0,0,0,0,0,0
巴布亞紐幾內亞,PG,0,0,0,0,0,0,0,0,0,0,0,0
巴拉圭,PY,0,0,0,0,0,0,0,0,0,0,0,0
秘魯,PE,0,0,0,0,0,0,0,0,0,0,0,0
菲律賓,PH,0,0,0,0,0,0,0,0,0,0,0,0
皮特康島,PN,0,0,0,0,0,0,0,0,0,0,0,0
波蘭,PL,0,0,0,0,0,0,8.749,0,0,0.1,5.51,0
葡萄牙,PT,0,0,0,0,0,0,0,0,0,0,0,0
波多黎各,PR,0,0,0,0,0,0,0,0,0,0,0,0
卡達,QA,0,0,0,0,0,0,0,0,0,0,0,0
留尼旺,RE,0,0,0,0,0,0,0,0,0,0,0,0
羅馬尼亞,RO,0,0,0,0,0,0,0,0,0,0,0,0
俄羅斯,RU,0,0,0,0,0,0,0,0,0,0,0,0
盧安達,RW,0,0,0,0,0,0,0,0,0,0,0,0
琉球,XA,0,0,0,0,0,0,0,0,0,0,0,0
聖赫勒拿島,SH,0,0,0,0,0,0,0,0,0,0,0,0
聖克里斯多福,KN,0,0,0,0,0,0,0,0,0,0,0,0
聖露西亞,LC,0,0,0,0,0,0,0,0,0,0,0,0
聖匹及密啟倫群島,PM,0,0,0,0,0,0,0,0,0,0,0,0
聖文森,VC,0,0,0,0,0,0,0,0,0,0,0,0
薩摩亞群島,WS,0,0,0,0,0,0,0,0,0,0,0,0
聖馬利諾,SM,0,0,0,0,0,0,0,0,0,0,0,0
聖多美及普林西比,ST,0,0,0,0,0,0,0,0,0,0,0,0
沙烏地阿拉伯,SA,0,0,0,0,0,0,0,0,0,0,0,0
塞內加爾,SN,0,0,0,0,0,0,0,0,0,0,0,0
塞席爾,SC,0,0,0,0,0,0,0,0,0,0,0,0
獅子山,SL,0,0,0,0,0,0,0,0,0,0,0,0
新加坡,SG,0,0,0,0,0,0,0,2.4,0,0,0,0
斯洛伐克,SK,0,0,0,0,0,0,0,0,0,0,0,0
斯洛凡尼亞,SI,0,0,0,0,0,0,0,0,0,0,0,0
索羅門群島,SB,0,0,0,0,0,0,0,0,0,0,0,0
索馬利亞,SO,0,0,0,0,0,0,0,0,0,0,0,0
南非,ZA,1424.073,264.884,545.2070001,129.124,58.79200001,468.062,4095.721,2092.852,258.446,428.059,1510.819,1722.966
南喬治亞及南桑威奇群島,GS,0,0,0,0,0,0,0,0,0,0,0,0
西班牙,ES,21.6,0,23.616,0,20.736,40.32,20.16,36.576,6.048,0,20.37,2.358
斯里蘭卡,LK,0,0,0,0,0,0,0,0,0,0,0,0
蘇丹,SD,0,0,0,0,0,0,0,0,0,0,0,0
蘇利南,SR,0,0,0,0,0,0,0,0,0,0,0,0
斯瓦巴及尖棉島,SJ,0,0,0,0,0,0,0,0,0,0,0,0
史瓦濟蘭,SZ,0,0,0,0,0,0,0,0,0,0,0,0
瑞典,SE,0,5.118,0,3.66,0,4.798,0,4.16,0,0,0,0
瑞士,CH,0,0,0,0,0,0,0,0,0,0,0,0
敘利亞,SY,0,0,0,0,0,0,0,0,0,0,0,0
大溪地,XC,0,0,0,0,0,0,0,0,0,0,0,0
臺灣，中華民國,TW,0,0,0,0,0,0,0,0,0,0,0,0
塔吉克,TJ,0,0,0,0,0,0,0,0,0,0,0,0
坦尚尼亞,TZ,0,0,0,0,0,0,0,0,0,0,0,0
泰國,TH,0,0,0,0,0,0.003,0,0,0.521,0,0.004,0
多哥,TG,0,0,0,0,0,0,0,0,0,0,0,0
托克勞群島,TK,0,0,0,0,0,0,0,0,0,0,0,0
東加,TO,0,0,0,0,0,0,0,0,0,0,0,0
千里達,TT,0,0,0,0,0,0,0,0,0,0,0,0
突尼西亞,TN,0,0,0,0,0,0,0,0,0,0,0,0
土耳其,TR,6.6,0.3,0,0,0.4,4.25,0.3,0,0,0,0,3
土庫曼,TM,0,0,0,0,0,0,0,0,0,0,0,0
土克斯及開科斯群島,TC,0,0,0,0,0,0,0,0,0,0,0,0
吐瓦魯,TV,0,0,0,0,0,0,0,0,0,0,0,0
烏干達,UG,0,0,0,0,0,0,0,0,0,0,0,0
烏克蘭,UA,0,0,0,0,0,0,0,0,0,0,0,0
阿拉伯聯合大公國,AE,0,0,0,0.996,0.276,0,1.98,0,0.9,0.72,0,0.756
英國,GB,3.672,0,0,0,0,0,0,0,0,0,0.528,0
美國,US,12940.876,10088.31,8994.405001,3030.979,3680.507,3740.219,672.6940001,29.415,15.424,240.122,748.3690001,4552.95
美屬邊疆群島,UM,0,0,0,0,0,0,0,0,0,0,0,0
烏拉圭,UY,0,0,0,0,0,0,0,0,0,0,0,0
烏茲別克,UZ,0,0,0,0,0,0,0,0,0,0,0,0
萬那杜,VU,0,0,0,0,0,0,0,0,0,0,0,0
委內瑞拉,VE,0,0,0,0,0,0,0,0,0,0,0,0
越南,VN,0,0,0,0,0,0,0,0,0,0,0,0
英屬維爾京群島,VG,0,0,0,0,0,0,0,0,0,0,0,0
美屬維爾京群島,VI,0,0,0,0,0,0,0,0,0,0,0,0
沃里斯與伏塔那島,WF,0,0,0,0,0,0,0,0,0,0,0,0
西撒哈拉,EH,0,0,0,0,0,0,0,0,0,0,0,0
葉門,YE,0,0,0,0,0,0,0,0,0,0,0,0
南斯拉夫,YU,0,0,0,0,0,0,0,0,0,0,0,0
尚比亞,ZM,0,0,0,0,0,0,0,0,0,0,0,0
辛巴威,ZW,0,0,0,0,0,0,0,0,0,0,0,0
null,-99,0,0,0,0,0,0,0,0,0,0,0,0
null,ME,0,0,0,0,0,0,0,0,0,0,0,0
null,PS,0,0,0,0,0,0,0,0,0,0,0,0
null,SS,0,0,0,0,0,0,0,0,0,0,0,0
null,RS,0,0,0,0,0,0,0,0,0,0,0,0
null,TL,0,0,0,0,0,0,0,0,0,0,0,0